,contour,contrast,file_name,luminance,mean_color,mean_color_b,mean_color_g,mean_color_r,period,shannon_entropy,shape_index,solidity
0,0.0010287193973634653,0.9139920079647149,../images/themes_variations_59_60/du223.jpg,104.7521186789077,"[111.63553907721281, 102.09598399246704, 110.79439500941619]",110.79439500941619,102.09598399246704,111.63553907721281,themes_variations_59_60,7.683988816884919,0.2539999331591779,Null
1,5.111167901865576e-05,0.6916029002620114,../images/themes_variations_59_60/du237.jpg,147.49059182149247,"[179.380989649885, 141.84522744697162, 109.50812675696396]",109.50812675696396,141.84522744697162,179.380989649885,themes_variations_59_60,7.577162389485538,,Null
2,0.0006927339901477833,0.8349548822036845,../images/themes_variations_59_60/du236.jpg,126.4798975579844,"[162.2740019499179, 120.33982963875205, 81.9030275041051]",81.9030275041051,120.33982963875205,162.2740019499179,themes_variations_59_60,7.579553536301371,0.251373233627251,Null
3,5.3899512560929884e-05,0.8487490176727526,../images/themes_variations_59_60/du222.jpg,113.42068756327333,"[103.49780652418448, 116.78484955005624, 109.31481299212598]",109.31481299212598,116.78484955005624,103.49780652418448,themes_variations_59_60,7.387632487792848,0.2555260395782153,Null
4,0.0011581701880209344,0.904835439871728,../images/themes_variations_59_60/du234.jpg,127.53641871825934,"[154.67575111455707, 119.23673192479163, 129.8371656328746]",129.8371656328746,119.23673192479163,154.67575111455707,themes_variations_59_60,7.853510820278973,0.25420612252871655,0.0060659270492457494
5,0.0051669675090252705,0.9957815598469113,../images/themes_variations_59_60/du220.jpg,84.10729453880866,"[95.23463898916968, 81.38853113718412, 78.27330776173285]",78.27330776173285,81.38853113718412,95.23463898916968,themes_variations_59_60,7.246963577961057,0.2549270320300369,0.006713895448441913
6,0.003903563613629259,0.9828459235086335,../images/themes_variations_59_60/du208.jpg,107.15641046264457,"[117.7867302281963, 104.82665286026884, 98.9325414191935]",98.9325414191935,104.82665286026884,117.7867302281963,themes_variations_59_60,7.6127799989496205,0.2540437441117273,0.006452192846655547
7,0.0062755102040816324,0.9578353142406735,../images/themes_variations_59_60/du209.jpg,79.95887673299319,"[100.14040391156463, 74.41277636054421, 75.47104166666666]",75.47104166666666,74.41277636054421,100.14040391156463,themes_variations_59_60,7.172347618508361,0.253167218735933,Null
8,0.0020927397507675637,0.909773247574403,../images/themes_variations_59_60/du221.jpg,103.64802020543615,"[127.41807160917465, 97.28875519234242, 96.6484829329962]",96.6484829329962,97.28875519234242,127.41807160917465,themes_variations_59_60,7.730596756511882,0.2554652106198523,0.015587629550890247
9,0.002766798418972332,0.9876431133988457,../images/themes_variations_59_60/du235.jpg,141.38792552700923,"[159.17263316393752, 136.76948287220026, 134.76855354790138]",134.76855354790138,136.76948287220026,159.17263316393752,themes_variations_59_60,7.607767159508297,0.2528293423303407,0.0017151463968866176
